target,target_interaction,description,tertiary_rating,pol_prev1,pol_prev2,prev1,prev2,tid,timestamp,tweet_text,annotator,context
Donald Trump,@Mention,,1,"RT @KurtSchlichter: So Hillary, I'm confused. Are you saying 50% of these belong in your #BasketOfDeplorables or only 25%?   #caring {{link}}",RT @RealJack: If you love this country there's no possible way you can justify voting for Hillary Clinton. #TRUMP2016 {{link}},RT @bassfishinbabe: I get some like the idea of a 3rd candidate #GaryJohnson BUT seriously people...    voting = electing = picking a winner! 3rd isn't winning!,Better be rolling in the dough here soon or peopke got some xplaining to do.,784532973970391040,10/7/2016 23:16:51,@realDonaldTrump Absentee ballot complete... Ready for the change to come. Thank you for all you do.,MANUAL,FULL INFORMATION
Donald Trump,No Mention of Target,Features editor at Ottumwa Courier. Serves as editor for Courier's magazine publications.,0,"In case you're curious, @courierwinona  has broken down voting trends in Wapello Co., #Ottumwa #Election2016 {{link}}",You can now vote in Novembers #Election2016 . Here's how to do it in Wapello County {{link}} {{link}},"Drivers, volunteers needed for #Ottumwa #Thanksgiving dinner {{link}} {{link}}",Public health: Be careful with your apple cider selection this holiday season {{link}} {{link}},794604861648027648,11/4/2016 18:18:56,Poll workers getting ready for the big day Tuesday #ElectionDay #Election2016 {{link}} {{link}},MANUAL,FULL INFORMATION
Donald Trump,@Mention,Democrat. Core Team Member for phone banking and Manchester Community College. Doer of things that scare me... Everyday.,-1,@realDonaldTrump sniff &#128067;    Were you doing lines backstage? Have a tissue... #Debates2016,@realDonaldTrump sniffle &#128067;   Maybe you need to see a doctor...  #Debates2016,@realDonaldTrump sniff sniff &#128067;    But @HillaryClinton is the one who doesn't have the stamina... #Debates2016 #stamina,@realDonaldTrump sniff &#128067;    Were you doing lines backstage? Have a tissue... #Debates2016,785306623573127168,10/10/2016 2:31:04,@realDonaldTrump SNIFF   They do have decongestants OTC  #Debates2016 #sniffles #sniffgate,MANUAL,FULL INFORMATION
Donald Trump,Plaintext Mention,"NH State Representative for Stratham, Outreach Coordinator for domestic & sexual violence crisis agency, Wife & Mother #nhpolitics #NoMore",-1,RT @lizmwester: Can't wait to see @HillaryClinton & @BernieSanders   at UNH on Wednesday. Join us: {{link}} #NHTogether #nhpolitics,"RT @PPact: .@realdonaldtrump said he wouldn't have said those things about women if he knew he'd be a politician. No apology, just sorry he got caught.","RT @PREPCommunity: 2400 pounds of trash & debris were picked up on Great Bay's shorelines last month, find out what we found here: {{link}} {{link}}","When 25%of working families pay more than 10% of their income on childcare, we're doing it wrong. Time for solutions. #nhpolitics {{link}}",784575155309772800,10/8/2016 2:04:28,"RT @KevinMKruse: Just as a reminder, @SenateGOP has been engaged in seven months of unprecedented obstruction to let Donald Trump fill a Supreme Court spot.",MANUAL,FULL INFORMATION
Donald Trump,Plaintext Mention,•life is weird•,-1,RT @MarriedGayDad: If we don't elect Trump how will we have a violent uprising that results in a Gaddafi-style mob execution of him?,RT @MarriedGayDad: Locker room topics   Trump's: assault women lol   Mine: Who pooped on the ceiling?   What if a sandwich was your bike?    I fucked a dog in a dream.,@zach125413 in that situation I absolutely deserve it.,RT @DevMacGillivray: My car won't turn off and I deserve it.,787057116443996160,10/14/2016 22:26:54,RT @dwdavison9318: Hear me out: what if Donald Trump actually isn't a very good person?,MANUAL,FULL INFORMATION
Donald Trump,Plaintext Mention,"Christian, wife, mother, friend, educator and author of 'Out of the Pocket,' a Young Adult novel. High school English teacher and Viterbo University instructor.",-1,"RT @politico: For many young evangelical women, supporting @realDonaldTrump was never an option in the first place {{link}}",RT @CNN: Donald Trump isn't making it easy for Republicans. What's next for the GOP? {{link}} {{link}},RT @skajder: What would it take to actually engage these candidates in a substantive discussion on education?  I'd be listening bigly. #debatenight,RT @GarmanSports: THE CUBS HAVE SCORED! I REPEAT - THE CUBS HAVE SCORED! THIS IS NOT A DRILL!,788919522182914048,10/20/2016 1:47:26,"RT @Thomasismyuncle: Trump should be killing the economic questions cause supposed businessman, goes off topic and turns it into mumbo jumbo land #debatenight",MANUAL,FULL INFORMATION
Donald Trump,No Mention of Target,☀️ Iowa livin' but California dreamin' ☀️ -05.27.14 - RIP Troy - Your fight is my fight-,-1,"RT @ShaneWestbrock: """"I will release my tax returns once Hillary releases her 30,000 emails"""" {{link}}","RT @ShaneWestbrock: """"I will release my tax returns once Hillary releases her 30,000 emails"""" {{link}}",RT @Rhodes411: Trump and Hillary are battling on #debatenight and everyone is sitting here looking at America's future like {{link}},"RT @DavidLeeOrr: Alright guys we get it, you can put snapchat filters on the presidential candidates.....",780596053859008512,9/27/2016 2:32:56,We are so so screwed #debatenight,MANUAL,FULL INFORMATION
Donald Trump,@Mention,"@loopweekly @dianapinkham @remaxpartners mom, auntie,sister news addict and reality tv follower",1,@foxandfriends  trump should say one thing you forgave your husband for some pretty awful things didn't you now let's discuss real issues,What's wrong with this world. It's called forgiveness hilary did with bill let's just move on# support forgiveness,@foxandfriends  trump should say one thing you forgave your husband for some pretty awful things didn't you now let's discuss real issues,What's wrong with this world. It's called forgiveness hilary did with bill let's just move on# support forgiveness,785245934380785665,10/9/2016 22:29:54,@realDonaldTrump please stay calm apologize and talk about change please don't let us down #maga,MANUAL,FULL INFORMATION
Donald Trump,@Mention,#UNIPanthers -Snapchat-bigswalve8,-1,"RT @_Snape_: Donald Trump is a horrible, disgusting, misogynistic human being.      And half of Americans love him.      What is wrong with you people?",RT @PimpBillClinton: .@realDonaldTrump heard you went at a baby today. Glad you finally picked on someone your own size (in the hands dept).,RT @CauseWereGuys: This is what the gates of heaven opening look like {{link}},RT @MoganFritoLay: Really grateful Aaron and I met in a corn field while sweaty and gross pollinating corn so I know he fell for my personality &#127805;,783727472164474880,10/5/2016 17:56:04,RT @egg_dog: I made a campaign image for @realDonaldTrump and @mikepence! Make america great again! {{link}},MANUAL,FULL INFORMATION
Donald Trump,No Mention of Target,"Novelist, Beatmaker, Entrepreneur",-1,"I could care less about this abortion shit. it's always the same thing each election, move on!!! #debatenight",Answer the damn question you fucking Retard!!!     #debatenight,"I could care less about this abortion shit. it's always the same thing each election, move on!!! #debatenight",Answer the damn question you fucking Retard!!!     #debatenight,788913357772431360,10/20/2016 1:22:56,I'm tired of immigration problems there's no strong boarder with canada.. this is racist! #debatenight,MANUAL,FULL INFORMATION
Donald Trump,No Mention of Target,"Christ follower. husband & dad. Principal @spinutech. Lover of the web, digital marketing & golf.",-1,And live from new York it's satur.... wait. #debatenight,Excited to watch this falls newest comedy at 8! #debatenight,And live from new York it's satur.... wait. #debatenight,@LukeJBaldwin Yeah. But your taste in calendars.  Suspect.,780577730974789632,9/27/2016 1:20:08,For Iowa peeps. Our unemployment rate is below 4. We have more jobs than we can fill as a state. #debatenight,MANUAL,FULL INFORMATION
Donald Trump,No Mention of Target,Check out my new book The Night Before Christmas at the Comic Book Shop  on Amazon!,-1,"RT @ChloeBennet4: Its like Donald made a bet with someone where if he said """"chicago"""" a bunch of times he would get free spray tans for a year. #debatenight",RT @SophiaBush: Apparently Trump's campaign cronies just deleted this tweet. Don't worry. I screengrabbed it &#128536;&#10084;&#65039;&#127482;&#127480; #debatenight {{link}},RT @lizmeriwether: PREPARATION IS SEXY,"RT @ChloeBennet4: Its like Donald made a bet with someone where if he said """"chicago"""" a bunch of times he would get free spray tans for a year. #debatenight",780590133200289792,9/27/2016 2:09:25,"RT @KristenTornoe: Let's keep the fact-checkers in our hearts, they're working in a political sweat shop tonight. #debatenight",MANUAL,FULL INFORMATION
Donald Trump,No Mention of Target,Mom to three wonderful kids. #mylife,-1,"RT @theLadyGrantham: Best line of #debatenight: """"Whoo! Okay...""""","Have you ever heard anyone say me, me, me so much. Ugh Donald, get over yourself. #debate","RT @theLadyGrantham: Best line of #debatenight: """"Whoo! Okay...""""","Have you ever heard anyone say me, me, me so much. Ugh Donald, get over yourself. #debate",780594312056803329,9/27/2016 2:26:01,RT @IBexWeBex: Shrill Oompa Loompa thinks he has a better temperament &#128529;#debatenight,MANUAL,FULL INFORMATION
Donald Trump,@Mention,"writer + traveler + yoga teacher + mama. on the hunt for the best iced coffee. @theeverygirl_ contributor, @uchicago alum, runner, pug enthusiast, wino.",-1,RT @ariannahuff: Trump frustrated by Raddatz &#8212; not a woman &#8220;you can do anything&#8221; with. #debate,RT @NYDailyNews: Donald Trump sounds like he thinks African-Americans live in a separate society #debate {{link}},@librarianlexie right at the beginning I was like yep I'm gonna need a few beers to watch this,RT @ariannahuff: Trump frustrated by Raddatz &#8212; not a woman &#8220;you can do anything&#8221; with. #debate,785306627901566976,10/10/2016 2:31:05,"RT @Everytown: FYI @realDonaldTrump, the late Justice Scalia supported common-sense gun safety. #debate {{link}}",MANUAL,FULL INFORMATION
Donald Trump,@Mention,"2013 and 2015 Iowa State Cyclone (BS/MS). Current Iowa Dental Student. Converted to Christianity March 19, 1993 John 3:17",1,Time for Hillary Clinton to drop out of this race!,Hillary Clinton leaked classified information on nuclear weapons last night in the debate. Why should we trust her with the nuclear codes?,You know you're in a funk as a team when the Bears are manhandling you.,Time for Hillary Clinton to drop out of this race!,794226900398985217,11/3/2016 17:17:03,Updated Electoral Map Count-   @HilllaryClinton- 269   @realDonaldTrump -269,MANUAL,FULL INFORMATION
Donald Trump,Plaintext Mention,"Husband, father, working man. Life is good in rural Iowa. #economics #mfg #conservatism #iamsecond. All opinions expressed are my own.",1,"@NPR displayed their deep liberal bias yesterday, branding Trump supporters as """"anti-immigrant"""". More accurately, we are anti-illegal alien.",RT @weknowwhatsbest: Wish me luck. I've been selected to be the one to inform BHO & Hillary that private companies don't exist for the purpose of creating jobs.,Driverless dump trucks hitting the market. #mining {{link}},"RT @DerTheCat: I understand there is a creepy clown issue. Remember, If attacked by a group of clowns, go for the juggler! #creepyclowns #jugglermustdie {{link}}",784593801172090880,10/8/2016 3:18:33,RT @thehill: Top Evangelical leaders denounce Trump in scathing letter: {{link}} {{link}},MANUAL,FULL INFORMATION
Donald Trump,No Mention of Target,Christian. Cyclones. Packers. Cardinals. Preds. Runner. Bowler. Wannabe recording artist & karaoke superstar. ❤️Camp Hertko Hollow. Former GOP operative.,-1,RT @NateSilver538: You're not going to believe this but Trump's new strategy is probably dumb. {{link}},"RT @TheBradMielke: Meanwhile in the California delegation, """"Hillary"""" signs being changed to """"Liar."""" #DNCinPHL {{link}}",RT @HitchensSKINS: #Debates2016 #NeverTrump {{link}},"Enjoyed a four mile, 60 degree run, myself. {{link}}",780614977761652736,9/27/2016 3:48:08,RT @austinjacobs: Scrolling through Twitter it looks like the real loser of the #debatenight was the American people. #debate2016,MANUAL,FULL INFORMATION
Donald Trump,@Mention,"Christian Conserv. I HATE racists of all colors. You don't like the N-word, then quit saying it! Until you do, I'll ram it down your throat till you puke on it.",1,RT @Trump_Erie: Re-Tweet before they delete it again! They deleted this post CLINTON: Bill expelled from Oxford for Rape   {{link}},RT @phil200269: The Corrupt FBI Is Complicit In The Cover-up of Hillary's Crimes      Americans Rely on Hackers To Expose Hillary's Secrets      #TrumpPence16   #MAGA {{link}},@realDonaldTrump Need to stand strong on illegal immigration.  Yes we want them GONE.  ALL GONE!!  That's the law.  No apologies.,@realDonaldTrump The judge was unqualified bc he was pro-open borders and anti-Trump. @GeeVeeM @Susiesentinel,783484285214875649,10/5/2016 1:49:44,@realDonaldTrump McCaine is NO hero!!  Who did he rescue?  That's what heroes do.  Who did he rescue?,MANUAL,FULL INFORMATION
Donald Trump,Plaintext Mention,Country Music Junkie! Wife of a wounded warrior. Iowa State Alum. Go Cyclones.,-1,I think lying to #Benghazi families is Crooked Hillary's Worst Lie. See the full list: {{link}} {{link}},"RT @FoxNews: .@RealBenCarson: """"[Clinton's] failure to remember anything is certainly not a quality you want to see in a pres."""" {{link}}","RT @SoundOFF13: #Cyclones ready to change losing culture, finish games. @johnsears   reports from Ames. {{link}} {{link}}",RT @suzannalexander: Heartbreaking! Love this little dog! #StifferPunishmentForAnimalAbusers {{link}},783335823588532224,10/4/2016 15:59:48,"RT @tracysefl: Roughest conversation I had yesterday was w/Iraq vet w/PTSD, who said, """"We do blame ourselves&#8211;wrongly. It's part of our struggle."""" FU Trump.",MANUAL,FULL INFORMATION
Donald Trump,Plaintext Mention,,1,"RT @CloydRivers: Hillary must be allergic to the Stars and Stripes. Once again, no flag for the Hag. Merica. {{link}}",RT @CloydRivers: A fly landed on Hillary's face. Makes sense. Flies are attracted to pieces of shit. Merica. {{link}},RT @CloydRivers: Merica. {{link}},I just told @nbcwashington who I think is winning. Cast your vote now! #Debates #NBC4DC {{link}},790020779228270592,10/23/2016 2:43:26,"RT @PenceMindset: LMFAO       So a porn star let's 9 fat guys ejaculate on her face      But Trump touching her """"inappropriately"""" is crossing the line?      lol {{link}}",MANUAL,FULL INFORMATION
Donald Trump,Plaintext Mention,Guitar for @trashbagponchos - UNL Psychology and English - #HuskerLax,-1,"RT @colejuckette: Ironically, Donald Trump's popularity is a perfect example of why people shouldn't be allowed to vote or choose their own leaders. #MAGA",RT @cole_fugget: Im preparing for a @realDonaldTrump presidency by binging Doomsday Preppers,More and more I'm starting to realize that there is no difference in voting for Trump or Clinton. They both are embodiments of the system.,"Its okay, I'm alright, I didn't think this through. It's him on the phone, I'll hand it back to you.",787680703525756928,10/16/2016 15:44:48,Voting for Trump is accepting the fear and ignorance the powerful and wealthy want you to have.,MANUAL,FULL INFORMATION
Donald Trump,No Mention of Target,"You cant just beat a team, you have to leave a lasting inpression in their minds so they never want to see you again - Mia Hamm Kirkwood Women's Basketball",1,RT @UhlexisWalden: I'm sure Hilary's 'facts' on her website are as truthful as she is,RT @AnKneeeee: Every time Hilary forcibly laughs or smiles I want to gag myself with a spoon,RT @UhlexisWalden: I'm sure Hilary's 'facts' on her website are as truthful as she is,RT @AnKneeeee: Every time Hilary forcibly laughs or smiles I want to gag myself with a spoon,780584517849448448,9/27/2016 1:47:06,"RT @TomiLahren: Guns don't shoot African-American men, African-American men shoot African-American men. #debatenight",MANUAL,FULL INFORMATION
Donald Trump,No Mention of Target,"I find things. Love: voting, lhrtobos, belly laughter, fireworks, banter, slow jams, bourbon. I go all in.",-1,"RT @joanwalsh: Well this kind of got me, because I was stoic last night and thought Clinton handled it very well. Bu we've all learned to be stoic {{link}}",The overlay of Trump's racist words over the beatings & hate of the past AND PRESENT in @13THFilm is the worst horror scenes of them all.,I hope we will hear just as much third party talk as we do now in the midterms in two years.,@MagpieLibrarian showing her true feelings {{link}},789115219356295169,10/20/2016 14:45:04,"RT @alex_abads: Can we just take this moment to remember that Janet Jackson wrote """"Nasty"""" because of abusive men in her life.  #debatenight #nastywomen {{link}}",MANUAL,FULL INFORMATION
Hillary Clinton,@Mention,"Husband, Father, State Senator District 19, Entrepreneur, Cyclone",-1,RT @jaketapper: I'm trying to envision something more fitting than this election actually ending in a Biden-Trump fist fight and i cannot,All GOP candidates including Trump need to hammer this for the last two weeks.  {{link}},"RT @espn: Need some morning inspiration?      Shaquem Griffin doesn't have a left hand, but yesterday he recorded 3 sacks, a fumble recovery and an INT. {{link}}",RT @BenSasse: In pursuit of civic health:   There are R's who've asked hard questions about our nominee.   Who are the D's asking real Qs about their nominee?,792775688054984704,10/30/2016 17:10:27,"RT @LeahVukmir: .@HillaryClinton on @FBI letter to Congress: """"It's unprecedented!"""" Yes, it is, because we've never had a #POTUS candidate as corrupt as HRC!",MANUAL,FULL INFORMATION
Hillary Clinton,@Mention,"I am a person who likes to know what is going on around me. I enjoy finding out about news, food, free stuff, deals and tips.",1,RT @NickyofNUBIAMAG: How insulting for Hilary Clinton to be running against this imbecile #PresidentialDebate #debate,#debates why is Trump pacing? Is he on meth?,RT @NickyofNUBIAMAG: How insulting for Hilary Clinton to be running against this imbecile #PresidentialDebate #debate,RT @MTVNews: one neat thing about the way these debates have been going is we never have to hear anything about how these two might govern America,785293005439721472,10/10/2016 1:36:57,"RT @FoxNews: .@HillaryClinton: """"20 million people now have health insurance."""" #Debate #FoxNews2016 {{link}}",MANUAL,FULL INFORMATION
Hillary Clinton,@Mention,Iowa State University 🤙🏼 #conservative https://t.co/3wVG2s0nCQ,-1,Why wouldn't you want @realDonaldTrump to be president? {{link}},RT @DRUDGE_REPORT: Hillary Bus Dumps Shit in Street... {{link}},RT @Max_McKENNA22: Can't wait to go back! {{link}},RT @realDonaldTrump: Praying for the families of the two Iowa police who were ambushed this morning. An attack on those who keep us safe is an attack on us all.,793974886641246209,11/3/2016 0:35:38,RT @LifeAsRednecks: .@HillaryClinton do you mind helping me out a little? {{link}},MANUAL,FULL INFORMATION
Hillary Clinton,@Mention,this is me. take it or leave it. i don't really care,-1,@HillaryClinton tax returns have NOTHING to do with your ability to be POTUS. Get over it,Someone shoulda cue'd the Oscar music the second @HillaryClinton started speaking...,RT @KentMurphy: Game 7..Who wins?      Retweet - Cubs      Like - Indians {{link}},@FoxBusiness @realDonaldTrump @HillaryClinton Guessing the Washington post is pretty pissed about those numbers,793947402738634752,11/2/2016 22:46:26,"RT @FoxBusiness: .@brunelldonald: """"[@HillaryClinton] is trying to get votes. She doesn't care about police officers."""" {{link}}",MANUAL,FULL INFORMATION
Hillary Clinton,Plaintext Mention,"Non-profit mkt & higher ed/admission professional, singer, advocate for healthy babies and 2014 March of Dimes National Ambassador mom.",1,RT @CoryBooker: If Trump is so concerned about our jobs going overseas why does he make all of his Trump products there? #BeTheChange #Debate,RT @jordanremmes: Trump college paper citation      1. I know it   2. You know it   3. Everybody knows it      #debate,"RT @PierreAtlas: Trump to Clinton: """"you should have changed the [tax] law."""" She was 1 of 100 senators w/ Bush in the WH! Constitutionally illiterate. #debate","RT @HillaryClinton: Here's how Trump reacts when he loses an Emmy, the Iowa caucus, a primary, and polls. So yeah, he seems fit for the presidency. #DebateNight {{link}}",788925810216402944,10/20/2016 2:12:25,RT @NPR: Here's how Hillary Clinton responded the criticism of her experience at the #debate: {{link}} {{link}},MANUAL,FULL INFORMATION
Hillary Clinton,No Mention of Target,A concerned 1st gen. born Ukrainian American Army veteran who swore to defend our Constitution against enemies foreign and domestic (like today's progressives),-1,RT @foxandfriends: .@JudgeJeanine: The Clinton Foundation report is a classic case of corruption - and she has to go to jail! {{link}},"18 min. of audio tape or 33,000 emails erased, what difference at this point, does it make? @peddoc63 @realDonaldTrump @NahBabyNah @jjauthor",@EveFramedIlOlI @wikileaks @WDFx2EU7 @vicenews POETIC JUSTICE! The Clinton journey from the WH to a 9'x12' jail cell they share until one kills the other. @peddoc63 @jjauthor @NahBabyNah,RT @foxandfriends: .@JudgeJeanine: The Clinton Foundation report is a classic case of corruption - and she has to go to jail! {{link}},794797289017671680,11/5/2016 7:03:34,RT @NahBabyNah: FBI ruining the election for you?      How goes it feel to be aborted a week before your due date?      #imwithher   #HillaryIndictment    #ELC2016 {{link}},MANUAL,FULL INFORMATION
Hillary Clinton,No Mention of Target,"40-something gay guy, happily partnered and out to change the world for the better! Follow me on Facebook, FourSquare, Pinterest, InstaGram and GetGlue!",1,"Retweeted John Wesley Shipp (@JohnWesleyShipp):      #GOPers calling #Hillary:  """"Hey Gurl...when you're president,... {{link}}","RT @JohnWesleyShipp: #GOPers calling #Hillary:  """"Hey Gurl...when you're president, PLEASE don't blame this on us""""  #Debate #Debacle #Deplorable","Retweeted John Wesley Shipp (@JohnWesleyShipp):      #GOPers calling #Hillary:  """"Hey Gurl...when you're president,... {{link}}","RT @JohnWesleyShipp: #GOPers calling #Hillary:  """"Hey Gurl...when you're president, PLEASE don't blame this on us""""  #Debate #Debacle #Deplorable",785282055642939392,10/10/2016 0:53:26,RT @HuffingtonPost: Pray for our democracy. #DebateNight,MANUAL,FULL INFORMATION
Hillary Clinton,@Mention,,1,RT @SeanDoyleNH: Has Trump actually answered a question yet? #Debates2016,"RT @HuckMontgomery: Hey @NRA, are you sitting down? @realDonaldTrump just said """"we need to take guns away from people who shouldn't have them."""" #debates",RT @SeanDoyleNH: Has Trump actually answered a question yet? #Debates2016,"RT @HuckMontgomery: Hey @NRA, are you sitting down? @realDonaldTrump just said """"we need to take guns away from people who shouldn't have them."""" #debates",780586219331842049,9/27/2016 1:53:51,"RT @RossSvenson: """"You shouldn't have a profit motive to fill prisons with young Americans."""" - @HillaryClinton #ImWithHer",MANUAL,FULL INFORMATION
Hillary Clinton,@Mention,Decorative Artist,-1,RT @DailyCaller: Bill Clinton Mocked Working Class Voters At Private Fundraiser {{link}} {{link}},"RT @immigrant4trump: A Vote For Hillary Is a Vote For Corruption, Open Borders, Serial Liar, & TO PUT AMERICANS LAST #AmericaFirst #Maga3x #hillary #Trump2016 {{link}}",RT @DailyCaller: Bill Clinton Mocked Working Class Voters At Private Fundraiser {{link}} {{link}},BREAKING: State Police Deliver Disastrous News to Pennsylvania Dems {{link}},794559475436965888,11/4/2016 15:18:35,RT @TeamTrump: Mrs. Saucier's son is in prison for having classified info on an unsecured device. @HillaryClinton did FAR WORSE & is running for POTUS. {{link}},MANUAL,FULL INFORMATION
Hillary Clinton,Plaintext Mention,,-1,RT @LouDobbs: It Looks Like A Movement To Me   #MakeAmericaGreatAgain @realDonaldTrump #TrumpPence16 #AmericaFirst #Dobbs {{link}},RT @tackertfg: How did #HillaryClinton go up in the polls again today when she draws tiny crowds and Trump had a huge crowd and doesn't go up! #MSM rigged!,@Reince SUPPORT TRUMP OR YOU'RE GIVING IT ALL TO KILLARY.Cant let that happen! {{link}},RT @LouDobbs: It Looks Like A Movement To Me   #MakeAmericaGreatAgain @realDonaldTrump #TrumpPence16 #AmericaFirst #Dobbs {{link}},761395888560431104,8/5/2016 2:58:20,RT @HeartlessHill: Watch him lie and sweat like a pig nice for a Flotus &#128514;&#128518;      #HillaryAccomplishments    Say no to 3rd term Clinton {{link}},MANUAL,FULL INFORMATION
Hillary Clinton,No Mention of Target,Passionate educator & social justice activist working for @ISUExtension @iowa4h | Sports & Fitness | Nature | Art | @SimpsonCollege Alum | Tweets are my own.✌,1,My anxiety & blood pressure is seriously through the roof right now.  #DebateNight &#128532;&#128544;&#128553;,Teach youth to be engaged citizens with CIVILITY during Presidential campaign: {{link}} via @Tolerance_org #Election2016,"There are 65 milliom displaced ppl in the world who are fleeing terror, NOT terrorists & most refugees are under age 18. {{link}}","RT @idealist: How wonderful it is to realize that your unique experiences, talents, passions, and perspective make you a force to be reckoned with!",788954540573798401,10/20/2016 4:06:35,RT @Tolerance_org: Students need to learn how a respectful democracy works. #Civility2016 #debate #debatenight {{link}} {{link}},MANUAL,FULL INFORMATION
Hillary Clinton,Plaintext Mention,40-something Bon Vivant. I enjoy family & friends. Love reading and learning new things. Use Eastern philosophy to keep me grounded.,-1,Is this desperation by liberals to ensure Hilary victory? {{link}},"I love how Democrats/liberals willing to """"burn down the house"""" in 2000, but somehow Trump un-American for not accepting election results.","Radio ads the fmr CIA Director and a fmr soldier support Hilary. The call Trump dangerous, i'll mannered etc. Similar things about Reagan.",One of the great political ads. {{link}},792757817866354688,10/30/2016 15:59:27,"If any of this is true, how could anyone in good conscience vote for Hilary &  allow Huma Abedin Top Secret access? {{link}}",MANUAL,FULL INFORMATION
Hillary Clinton,No Mention of Target,Professional Assistant #boymom to Jack Michael & Sam Joshua #LivingtheDream poolside on the Lake in the 319 #GoHawks #TrumpTrain,-1,#HillarysBodyDouble Body Double or not wheres her detail then? #MAGA #Trump2016 #BasketOfDeplorables Deplorables {{link}},"RT @TomiLahren: Hey Hillary, not sure what #basketofdeplorables you're talking about but run along & delete some emails #MAGA {{link}}",RT @mcc418: I'm leaning toward the #HillarysBodyDouble being fact.      There's no way she'd be unaccompanied by her entourage. {{link}},#HillarysBodyDouble Body Double or not wheres her detail then? #MAGA #Trump2016 #BasketOfDeplorables Deplorables {{link}},775372102153056256,9/12/2016 16:34:49,RT @StaceyAlissa: #HillarysBodyDouble Body Double or not wheres her detail then? #MAGA #Trump2016 #BasketOfDeplorables Deplorables {{link}},MANUAL,FULL INFORMATION
Hillary Clinton,No Mention of Target,,-1,RT @Drunk_America: HILLARY FOR PRISON.       Let's make it happen! &#128514; {{link}},RT @charliekirk11: Got it CNN. Lochte lied to the world.       Hillary lied to Benghazi victim families to their face.       Start covering Clinton like the others.,RT @PeaceofTheSouth: AMERICAN PUPPY &#128525;&#127482;&#127480;&#128054; {{link}},RT @GuysPictures: FOR REAL {{link}},780568659680825344,9/27/2016 0:44:05,RT @ISUPD: Don't let the loser of tonight's debate be your liver. Debate responsibly.      #debatenight #debates #Debates2016,MANUAL,FULL INFORMATION
Hillary Clinton,No Mention of Target,"Reporter @WashingtonPost covering religion | Author of Conning Harvard (@GlobePequot) | Balloon artist building sculptures for parties, fairs, and fun",1,Kaine's second answer: He mentions Clinton's Methodist youth group. More #Godbeat!,Folks going to Rosh HaShana services next week: Do you want to hear your rabbi talk about Trump? Why? Why not? {{link}},Kaine's second answer: He mentions Clinton's Methodist youth group. More #Godbeat!,Kaine mentions his past as a Catholic missionary in his first answer. VP debate already has more religion than first presidential debate.,783475103749304320,10/5/2016 1:13:15,RT @markopp1: Kaine sees Pence's prayer and raised him a Methodist youth group. #debatenight,MANUAL,FULL INFORMATION
Hillary Clinton,@Mention,Love bringing pictures to life. Video journalist. Storyteller.,1,"RT @sabagl: A long, long time ago, in a land far far away, politics had grace. George H.W. Bush's letter to Bill Clinton on leaving office: {{link}}",RT @StefonOn2016: NY's hottest club is #NastyWoman. It has everything. Rigged Emmys. Bad hombres. Donald rejecting two centuries of American democracy.,@jmckellogg {{link}},"RT @NevadaHoopPack: 13 days until #13 @tmoeee13 is back in Lawlor! Be there, November 5th, to see her play in our Exhibition Game vs Cal State Stanislaus. {{link}}",791740819141033984,10/27/2016 20:38:15,RT @politico: .@HillaryClinton talks about @FLOTUS&#8217; dancing {{link}},MANUAL,FULL INFORMATION
Hillary Clinton,@Mention,"Chair - Windham Democratic Town Committee; Windham Planning Board; Candidate - NH State Senate District 19  Derry, Hampstead and Windham",1,"@HillaryClinton Full-day K, fewer standardized tests, return tech ed to HS, Theater, Arts & Music opportunities + sports. #nhpolitics #UNH {{link}}","@HillaryClinton:Loan forgiveness if enter public/nat'l service, defer loan to start biz, refi existing debt. #StrongerTogether #nhpolitics {{link}}","@HillaryClinton Full-day K, fewer standardized tests, return tech ed to HS, Theater, Arts & Music opportunities + sports. #nhpolitics #UNH {{link}}","@HillaryClinton:Loan forgiveness if enter public/nat'l service, defer loan to start biz, refi existing debt. #StrongerTogether #nhpolitics {{link}}",781221367123435520,9/28/2016 19:57:42,@HillaryClinton & @BernieSanders Community College free tuition. #StrongerTogether #nhpolitics {{link}},MANUAL,FULL INFORMATION
Hillary Clinton,Plaintext Mention,"Native Brooklynite, project manager",1,RT @susannecraig: That time someone mailed me Donald Trump's tax returns {{link}},RT @GovHowardDean: Notice Trump sniffing all the time. Coke user?,Project managers may be the most unrecognized in advertising #adlife,@kellyoxford I have more! I grew up in NYC and have been taking public transport since 11 #notokay,785303694367653888,10/10/2016 2:19:25,RT @katkinson702: Can we end this already?  His whole debate is attacking Obama and Clinton and NO substance!  My Goodness #presidentialdebate,MANUAL,FULL INFORMATION
Hillary Clinton,Plaintext Mention,god is god & i am not - 👑🐝,1,Me listening to Donald Trump's gibberish during the #debates {{link}},Me listening to Donald Trump's gibberish during the #debates {{link}},Me listening to Donald Trump's gibberish during the #debates {{link}},Wait why was he talking about a 400 lb person sitting on a bed? What does that have to do with anything? #debates,780597200015339521,9/27/2016 2:37:29,I was going to say something really terrible about Hillary & her family but then I couldn't do it #debates,MANUAL,FULL INFORMATION
